"dmuiid","MLRA","LRU","compname","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
754822,"111C",NA,"Gilford",2528237,"IN089","Lake County, Indiana",272469,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,3,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,101,250,2,71.28,17.04,11.68,2.8560000038147,7.85999998450279,6.1639999961853,2.65333333333333,82.24,10.08,7.68,1.19600000629822,16.3099999092519,"none",34,0.100000001490116,"drift & outwash",NA,"outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY005IN"
754822,"111C",NA,"Newton",2528233,"IN017","Cass County, Indiana",162433,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,2,"inceptisols","typic humaquepts","Sandy, mixed, mesic Typic Humaquepts","poorly",1,250,250,0,82.9,11.58,5.52,2.255,4.50999994575977,5.24800011634827,0,87.6333333333333,7.19333333333333,5.17333333333333,0.918333333333333,10.5099998116493,"none",25,0,"eolian sands",NA,"depression & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY002IN"
754822,"111C",NA,"Gilford",2528237,"IN017","Cass County, Indiana",162433,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,3,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,101,250,2,71.28,17.04,11.68,2.8560000038147,7.85999998450279,6.1639999961853,2.65333333333333,82.24,10.08,7.68,1.19600000629822,16.3099999092519,"none",34,0.100000001490116,"drift & outwash",NA,"outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY005IN"
754822,"111C",NA,"Newton",2528233,"IN141","St. Joseph County, Indiana",625332,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,2,"inceptisols","typic humaquepts","Sandy, mixed, mesic Typic Humaquepts","poorly",1,250,250,0,82.9,11.58,5.52,2.255,4.50999994575977,5.24800011634827,0,87.6333333333333,7.19333333333333,5.17333333333333,0.918333333333333,10.5099998116493,"none",25,0,"eolian sands",NA,"depression & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY002IN"
754822,"111C",NA,"Gilford",2528237,"IN131","Pulaski County, Indiana",184959,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,3,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,101,250,2,71.28,17.04,11.68,2.8560000038147,7.85999998450279,6.1639999961853,2.65333333333333,82.24,10.08,7.68,1.19600000629822,16.3099999092519,"none",34,0.100000001490116,"drift & outwash",NA,"outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY005IN"
754822,"111C",NA,"Newton",2528233,"IN181","White County, Indiana",161853,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,2,"inceptisols","typic humaquepts","Sandy, mixed, mesic Typic Humaquepts","poorly",1,250,250,0,82.9,11.58,5.52,2.255,4.50999994575977,5.24800011634827,0,87.6333333333333,7.19333333333333,5.17333333333333,0.918333333333333,10.5099998116493,"none",25,0,"eolian sands",NA,"depression & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY002IN"
754822,"111C",NA,"Morocco",2528240,"IN017","Cass County, Indiana",162433,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,3,"entisols","aquic udipsamments","Mixed, mesic Aquic Udipsamments","somewhat poorly",1,250,250,0,81.74,11.1,7.16,1.05599996685982,5.21000003069639,5.21,0.393333333333333,86.9066666666667,7.34,5.75333333333333,0.473333326131105,12.850000012666,"none",21,0,"eolian sands & outwash",NA,"outwash plain & dune field","no","no",50,"12-GRR Grand Rapids, Michigan","F111CY003IN"
754822,"111C",NA,"Maumee",2528232,"IN091","La Porte County, Indiana",272669,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,TRUE,90,"mollisols","typic endoaquolls","Sandy, mixed, mesic Typic Endoaquolls","poorly",1,250,250,1.48,82.98,11.14,5.88,2.21800002098083,5.2599999755621,6.2360000705719,5.42666666666667,90.06,6.38,3.56,0.979333349863688,11.4599998742342,"none",25,0,"outwash & lacustrine deposits & eolian sands",NA,"depression & outwash plain & lake plain & depression","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY002IN"
754822,"111C",NA,"Newton",2528233,"IN131","Pulaski County, Indiana",184959,2656824,"2w5n0","Maumee loamy fine sand, 0 to 1 percent slopes",18.5010854091737,FALSE,2,"inceptisols","typic humaquepts","Sandy, mixed, mesic Typic Humaquepts","poorly",1,250,250,0,82.9,11.58,5.52,2.255,4.50999994575977,5.24800011634827,0,87.6333333333333,7.19333333333333,5.17333333333333,0.918333333333333,10.5099998116493,"none",25,0,"eolian sands",NA,"depression & outwash plain","yes","no",25,"12-GRR Grand Rapids, Michigan","R111CY002IN"
755279,"111C",NA,"Bristol",2396867,"IN099","Marshall County, Indiana",1702543,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",4,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Osolo",2396868,"IN039","Elkhart County, Indiana",165347,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Osolo",2396868,"IN141","St. Joseph County, Indiana",625115,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Tyner",2396869,"IN141","St. Joseph County, Indiana",625115,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",3,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Coloma",2396865,"IN141","St. Joseph County, Indiana",625115,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",3,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755279,"111C",NA,"Bristol",2396867,"IN039","Elkhart County, Indiana",165347,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",4,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Coloma",2396865,"IN099","Marshall County, Indiana",1702543,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",3,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755279,"111C",NA,"Osolo",2396868,"IN099","Marshall County, Indiana",1702543,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Bristol",2396867,"IN141","St. Joseph County, Indiana",625115,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",4,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Tyner",2396869,"IN099","Marshall County, Indiana",1702543,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",3,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755279,"111C",NA,"Coloma",2396865,"IN039","Elkhart County, Indiana",165347,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",3,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755279,"111C",NA,"Tyner",2396869,"IN039","Elkhart County, Indiana",165347,2657287,"2w63y","Coloma sand, 2 to 5 percent slopes",18.1369997506902,FALSE,5,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",3,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Osolo",2396876,"IN039","Elkhart County, Indiana",165348,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,1,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Tyner",2396877,"IN141","St. Joseph County, Indiana",625114,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,4,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",7,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Coloma",2396874,"IN141","St. Joseph County, Indiana",625114,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",7,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755281,"111C",NA,"Bristol",2396875,"IN141","St. Joseph County, Indiana",625114,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,10,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",7,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Bristol",2396875,"IN099","Marshall County, Indiana",1702544,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,10,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",7,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Coloma",2396874,"IN099","Marshall County, Indiana",1702544,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",7,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755281,"111C",NA,"Osolo",2396876,"IN141","St. Joseph County, Indiana",625114,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,1,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Coloma",2396874,"IN039","Elkhart County, Indiana",165348,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,TRUE,85,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",7,250,250,2.08,91,6,3,0.61400001257658,3.72999996691942,6.06199994087219,2.26,93.1666666666667,4.26666666666667,2.56666666666667,0.294666672199965,10.0799998901784,"none",0,0,"outwash & drift",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755281,"111C",NA,"Osolo",2396876,"IN099","Marshall County, Indiana",1702544,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,1,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","well",1,250,250,8,82.08,12.92,5,0.71,5.23000002652407,6.19999980926514,8,88.2933333333333,7.78666666666667,3.92,0.403333333333333,12.1699999943376,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Bristol",2396875,"IN039","Elkhart County, Indiana",165348,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,10,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","excessively",7,140,250,12,76.5,19,4.5,0.625,5.25000002235174,6.19999980926514,8.17333333333333,84.4066666666667,9.5,6.09333333333333,0.375,11.9400000460446,"none",0,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Tyner",2396877,"IN099","Marshall County, Indiana",1702544,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,4,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",7,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755281,"111C",NA,"Tyner",2396877,"IN039","Elkhart County, Indiana",165348,2657289,"2w640","Coloma sand, 5 to 10 percent slopes",18.1777837140111,FALSE,4,"entisols","typic udipsamments","Mixed, mesic Typic Udipsamments","excessively",7,250,250,8,84,11.2,4.8,0.7,5.30000001192093,5.90000009536743,8,90.9266666666667,5.1,3.97333333333333,0.4,11.8699999675155,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY001IN"
755285,"111C",NA,"Coloma",2396890,"IN085","Kosciusko County, Indiana",160858,2657293,"2w644","Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",18.3250521750714,TRUE,90,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",3,250,250,2.08,87.32,9.22,3.46,0.660000023543835,4.41999999433756,6.06199994087219,2.26,91.94,5.34,2.72,0.310000009189049,10.7699999175966,"none",0,0,"outwash & drift",NA,"outwash plain & moraine & till plain & stream terrace","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755285,"111C",NA,"Metea",2396893,"IN085","Kosciusko County, Indiana",160858,2657293,"2w644","Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",18.3250521750714,FALSE,3,"alfisols","arenic hapludalfs","Loamy, mixed, active, mesic Arenic Hapludalfs","well",4,127,250,0,81,15,4,0.625,5.00000007450581,6.40000009536743,3.93333333333333,64.3266666666667,24.1933333333333,11.48,0.528333333333333,18.1400002539158,"none",0,0,"drift & outwash & till, unspecified & till, unspecified",NA,"till plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755285,"111C",NA,"Wawasee",2396894,"IN085","Kosciusko County, Indiana",160858,2657293,"2w644","Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",18.3250521750714,FALSE,3,"alfisols","typic hapludalfs","Fine-loamy, mixed, active, mesic Typic Hapludalfs","well",4,97,250,6.2,51.8,31.6,16.6,1.25,8.80000025033951,6.31999988555908,6.73333333333333,49.66,33.0066666666667,17.3333333333333,0.916666666666667,23.6200004443526,"none",20,0,"till, unspecified",NA,"till plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY006IN"
755285,"111C",NA,"Kosciusko",2396892,"IN085","Kosciusko County, Indiana",160858,2657293,"2w644","Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",18.3250521750714,FALSE,4,"alfisols","typic hapludalfs","Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Typic Hapludalfs","well",4,99,250,18.1,62.52,22.02,15.46,1.25,7.81999997794628,5.63000019073486,29.5466666666667,73.2066666666667,13.7533333333333,13.04,0.746666666666667,15.5799997374415,"none",20,0,"outwash & outwash & outwash & outwash",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
755287,"111C",NA,"Metea",2396902,"IN085","Kosciusko County, Indiana",160859,2657295,"2w646","Coloma loamy sand, 6 to 12 percent slopes, fine-loamy minor components",18.3310633037839,FALSE,3,"alfisols","arenic hapludalfs","Loamy, mixed, active, mesic Arenic Hapludalfs","well",8,127,250,0,81,15,4,0.625,5.00000007450581,6.40000009536743,3.93333333333333,64.3266666666667,24.1933333333333,11.48,0.528333333333333,18.1400002539158,"none",0,0,"drift & outwash & till, unspecified & till, unspecified",NA,"till plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755287,"111C",NA,"Kosciusko",2396901,"IN085","Kosciusko County, Indiana",160859,2657295,"2w646","Coloma loamy sand, 6 to 12 percent slopes, fine-loamy minor components",18.3310633037839,FALSE,4,"alfisols","typic hapludalfs","Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Typic Hapludalfs","well",8,99,250,18.1,62.52,22.02,15.46,1.25,7.81999997794628,5.63000019073486,29.5466666666667,73.2066666666667,13.7533333333333,13.04,0.746666666666667,15.5799997374415,"none",20,0,"outwash & outwash & outwash & outwash",NA,"outwash plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","R111CY010IN"
755287,"111C",NA,"Wawasee",2396903,"IN085","Kosciusko County, Indiana",160859,2657295,"2w646","Coloma loamy sand, 6 to 12 percent slopes, fine-loamy minor components",18.3310633037839,FALSE,3,"alfisols","typic hapludalfs","Fine-loamy, mixed, active, mesic Typic Hapludalfs","well",8,97,250,6.2,51.8,31.6,16.6,1.25,8.80000025033951,6.31999988555908,6.73333333333333,49.66,33.0066666666667,17.3333333333333,0.916666666666667,23.6200004443526,"none",20,0,"till, unspecified",NA,"till plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755287,"111C",NA,"Coloma",2396897,"IN085","Kosciusko County, Indiana",160859,2657295,"2w646","Coloma loamy sand, 6 to 12 percent slopes, fine-loamy minor components",18.3310633037839,TRUE,90,"entisols","lamellic udipsamments","Mixed, mesic Lamellic Udipsamments","somewhat excessively",8,250,250,2.2,87.8,8.8,3.4,0.600000020861626,4.29999999701977,6.07999992370605,2.3,92.1,5.2,2.7,0.29000000829498,10.6499999202788,"none",0,0,"outwash & drift",NA,"outwash plain & moraine & till plain & stream terrace","no","no",250,"12-GRR Grand Rapids, Michigan","F111CY007IN"
755303,"111C",NA,"Edwards",2397004,"IN149","Starke County, Indiana",162614,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"moraine & lake plain & till plain & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY011IN"
755303,"111C",NA,"Houghton",2397003,"IN073","Jasper County, Indiana",161356,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"lake plain & till plain & moraine & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY013IN"
755303,"111C",NA,"Houghton",2397003,"IN141","St. Joseph County, Indiana",200306,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"lake plain & till plain & moraine & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY013IN"
755303,"111C",NA,"Houghton",2397003,"IN131","Pulaski County, Indiana",184940,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"lake plain & till plain & moraine & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY013IN"
755303,"111C",NA,"Houghton",2397003,"MI025","Calhoun County, Michigan",188723,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"lake plain & till plain & moraine & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY013IN"
755303,"111C",NA,"Edwards",2397004,"IN087","Lagrange County, Indiana",272607,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"moraine & lake plain & till plain & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY011IN"
755303,"111C",NA,"Houghton",2397003,"IN149","Starke County, Indiana",162614,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"lake plain & till plain & moraine & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY013IN"
755303,"111C",NA,"Edwards",2397004,"IN131","Pulaski County, Indiana",184940,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"moraine & lake plain & till plain & outwash plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY011IN"
755303,"111C",NA,"Palms",2397006,"IN141","St. Joseph County, Indiana",200306,2657311,"2w64q","Houghton muck, drained, 0 to 1 percent slopes",18.1928286486684,FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,89,250,0,0,0,0,65,20.0000002980232,6.5,2.03333333333333,13.9893339538574,13.2573327128092,13.42,38.77,39.260000448674,"none",89,0.600000023841858,"organic, herbaceous material & drift","sandstone and shale","lake plain & moraine & outwash plain & till plain & depression","yes","no",0,"12-GRR Grand Rapids, Michigan","R111CY012IN"
